id,postid,votetypeid,userid,creationdate,bountyamount,jsonfield
16342,506,2,,2018-06-18 00:00:00,,
16343,511,2,,2018-06-18 00:00:00,,
16344,472,2,,2018-06-18 00:00:00,,
16345,243,2,,2018-06-18 00:00:00,,
16346,109,2,,2018-06-18 00:00:00,,
16347,488,2,,2018-06-18 00:00:00,,
16348,475,2,,2018-06-18 00:00:00,,
16349,479,2,,2018-06-18 00:00:00,,
16350,404,2,,2018-06-18 00:00:00,,
16351,204,2,,2018-06-18 00:00:00,,
16352,470,2,,2018-06-18 00:00:00,,
16353,463,2,,2018-06-18 00:00:00,,
16354,453,2,,2018-06-18 00:00:00,,
16355,444,2,,2018-06-18 00:00:00,,
16356,405,2,,2018-06-18 00:00:00,,
16357,430,2,,2018-06-18 00:00:00,,
16358,426,2,,2018-06-18 00:00:00,,
16359,382,2,,2018-06-18 00:00:00,,
16360,383,2,,2018-06-18 00:00:00,,
16362,371,2,,2018-06-18 00:00:00,,
16363,337,2,,2018-06-18 00:00:00,,
16364,324,2,,2018-06-18 00:00:00,,
16365,254,2,,2018-06-18 00:00:00,,
16366,269,2,,2018-06-18 00:00:00,,
16367,190,2,,2018-06-18 00:00:00,,
16368,21,2,,2018-06-18 00:00:00,,
16369,171,2,,2018-06-18 00:00:00,,
16370,76,2,,2018-06-18 00:00:00,,
16371,277,2,,2018-06-18 00:00:00,,
16372,234,2,,2018-06-18 00:00:00,,
16373,259,2,,2018-06-18 00:00:00,,
16374,255,2,,2018-06-18 00:00:00,,
16375,246,2,,2018-06-18 00:00:00,,
16376,734,2,,2018-06-18 00:00:00,,
16377,7342,2,,2018-06-18 00:00:00,,
16378,7237,2,,2018-06-18 00:00:00,,
16379,1053,2,,2018-06-19 00:00:00,,
16380,2177,2,,2018-06-19 00:00:00,,
16381,605,2,,2018-06-19 00:00:00,,
16382,2167,2,,2018-06-19 00:00:00,,
16383,2160,2,,2018-06-19 00:00:00,,
16384,1067,2,,2018-06-19 00:00:00,,
16385,1095,2,,2018-06-19 00:00:00,,
16386,784,2,,2018-06-19 00:00:00,,
16387,803,2,,2018-06-19 00:00:00,,
16388,74,2,,2018-06-19 00:00:00,,
16389,768,2,,2018-06-19 00:00:00,,
16390,807,2,,2018-06-19 00:00:00,,
16391,814,2,,2018-06-19 00:00:00,,
16392,740,2,,2018-06-19 00:00:00,,
16393,757,2,,2018-06-19 00:00:00,,
16394,796,2,,2018-06-19 00:00:00,,
16395,880,2,,2018-06-19 00:00:00,,
16396,907,2,,2018-06-19 00:00:00,,
16397,607,2,,2018-06-19 00:00:00,,
16398,865,2,,2018-06-19 00:00:00,,
16399,898,2,,2018-06-19 00:00:00,,
16400,912,2,,2018-06-19 00:00:00,,
16401,737,2,,2018-06-19 00:00:00,,
16402,924,2,,2018-06-19 00:00:00,,
16403,921,2,,2018-06-19 00:00:00,,
16404,877,2,,2018-06-19 00:00:00,,
16405,401,2,,2018-06-19 00:00:00,,
16406,945,2,,2018-06-19 00:00:00,,
16407,930,2,,2018-06-19 00:00:00,,
16408,960,2,,2018-06-19 00:00:00,,
16409,939,2,,2018-06-19 00:00:00,,
16410,968,2,,2018-06-19 00:00:00,,
16411,840,2,,2018-06-19 00:00:00,,
16412,975,2,,2018-06-19 00:00:00,,
16413,962,2,,2018-06-19 00:00:00,,
16414,999,2,,2018-06-19 00:00:00,,
16415,992,2,,2018-06-19 00:00:00,,
16416,353,2,,2018-06-19 00:00:00,,
16417,769,2,,2018-06-19 00:00:00,,
16418,742,2,,2018-06-19 00:00:00,,
16419,7031,2,,2018-06-20 00:00:00,,
16420,7341,2,,2018-06-20 00:00:00,,
16422,257,2,,2018-06-21 00:00:00,,
16423,203,2,,2018-06-21 00:00:00,,
16424,121,2,,2018-06-21 00:00:00,,
16425,210,2,,2018-06-21 00:00:00,,
16426,10,2,,2018-06-21 00:00:00,,
16427,192,2,,2018-06-21 00:00:00,,
16428,187,2,,2018-06-21 00:00:00,,
16429,149,2,,2018-06-21 00:00:00,,
16430,127,2,,2018-06-21 00:00:00,,
16431,29,2,,2018-06-21 00:00:00,,
16432,546,2,,2018-06-21 00:00:00,,
16433,40,2,,2018-06-21 00:00:00,,
16434,7,2,,2018-06-22 00:00:00,,
16435,147,2,,2018-06-22 00:00:00,,
16436,369,2,,2018-06-22 00:00:00,,
16437,329,2,,2018-06-22 00:00:00,,
16438,579,2,,2018-06-22 00:00:00,,
16439,235,2,,2018-06-22 00:00:00,,
16440,731,2,,2018-06-22 00:00:00,,
16441,716,2,,2018-06-22 00:00:00,,
16442,715,2,,2018-06-22 00:00:00,,
16443,718,2,,2018-06-22 00:00:00,,
16444,697,2,,2018-06-22 00:00:00,,
16445,685,2,,2018-06-22 00:00:00,,
16446,705,2,,2018-06-22 00:00:00,,
16447,597,2,,2018-06-22 00:00:00,,
16448,590,2,,2018-06-22 00:00:00,,
16449,675,2,,2018-06-22 00:00:00,,
16450,665,2,,2018-06-22 00:00:00,,
16451,57,2,,2018-06-22 00:00:00,,
16452,658,2,,2018-06-22 00:00:00,,
16453,654,2,,2018-06-22 00:00:00,,
16454,649,2,,2018-06-22 00:00:00,,
16455,647,2,,2018-06-22 00:00:00,,
16456,626,2,,2018-06-22 00:00:00,,
16457,620,2,,2018-06-22 00:00:00,,
16458,632,2,,2018-06-22 00:00:00,,
16459,629,2,,2018-06-22 00:00:00,,
16460,340,2,,2018-06-22 00:00:00,,
16461,625,2,,2018-06-22 00:00:00,,
16462,621,2,,2018-06-22 00:00:00,,
16463,606,2,,2018-06-22 00:00:00,,
16464,522,2,,2018-06-22 00:00:00,,
16465,583,2,,2018-06-22 00:00:00,,
16466,571,2,,2018-06-22 00:00:00,,
16467,554,2,,2018-06-22 00:00:00,,
16468,560,2,,2018-06-22 00:00:00,,
16469,568,2,,2018-06-22 00:00:00,,
16470,64,2,,2018-06-22 00:00:00,,
16471,543,2,,2018-06-22 00:00:00,,
16472,3453,2,,2018-06-22 00:00:00,,
16473,3446,2,,2018-06-22 00:00:00,,
16474,7344,8,123,2018-06-22 00:00:00,50,
16475,7344,2,,2018-06-22 00:00:00,,
16476,5207,2,,2018-06-22 00:00:00,,
16477,5199,2,,2018-06-22 00:00:00,,
16478,5201,2,,2018-06-22 00:00:00,,
16479,5168,2,,2018-06-22 00:00:00,,
16480,6456,2,,2018-06-22 00:00:00,,
16481,5169,2,,2018-06-22 00:00:00,,
16482,6446,2,,2018-06-22 00:00:00,,
16483,5170,2,,2018-06-22 00:00:00,,
16484,5168,2,,2018-06-23 00:00:00,,
16485,5198,2,,2018-06-23 00:00:00,,
16486,589,2,,2018-06-23 00:00:00,,
16487,6439,2,,2018-06-23 00:00:00,,
16488,7344,2,,2018-06-23 00:00:00,,
16489,550,2,,2018-06-23 00:00:00,,
16490,556,2,,2018-06-23 00:00:00,,
16491,3391,2,,2018-06-23 00:00:00,,
16492,3465,2,,2018-06-23 00:00:00,,
16493,3458,2,,2018-06-23 00:00:00,,
16494,1040,2,,2018-06-23 00:00:00,,
16495,413,2,,2018-06-23 00:00:00,,
16496,3437,2,,2018-06-23 00:00:00,,
16497,3424,2,,2018-06-23 00:00:00,,
16498,3414,2,,2018-06-23 00:00:00,,
16499,338,2,,2018-06-23 00:00:00,,
16500,312,2,,2018-06-23 00:00:00,,
16501,3403,2,,2018-06-23 00:00:00,,
16502,3402,2,,2018-06-23 00:00:00,,
16503,3395,2,,2018-06-23 00:00:00,,
16504,3369,2,,2018-06-23 00:00:00,,
16505,3393,2,,2018-06-23 00:00:00,,
16506,887,2,,2018-06-23 00:00:00,,
16507,3257,2,,2018-06-23 00:00:00,,
16508,3372,2,,2018-06-23 00:00:00,,
16509,3364,2,,2018-06-23 00:00:00,,
16510,3357,2,,2018-06-23 00:00:00,,
16511,3350,2,,2018-06-23 00:00:00,,
16512,3347,2,,2018-06-23 00:00:00,,
16513,11,2,,2018-06-23 00:00:00,,
16514,3309,2,,2018-06-23 00:00:00,,
16515,3285,2,,2018-06-23 00:00:00,,
16516,446,2,,2018-06-23 00:00:00,,
16517,3307,2,,2018-06-23 00:00:00,,
16518,3287,2,,2018-06-23 00:00:00,,
16519,2164,2,,2018-06-23 00:00:00,,
16520,2153,2,,2018-06-23 00:00:00,,
16521,1082,2,,2018-06-23 00:00:00,,
16522,3201,2,,2018-06-23 00:00:00,,
16523,3228,2,,2018-06-23 00:00:00,,
16524,6599,2,,2018-06-23 00:00:00,,
16525,7349,2,,2018-06-23 00:00:00,,
16527,904,2,,2018-06-24 00:00:00,,
16528,4680,2,,2018-06-24 00:00:00,,
16529,4682,2,,2018-06-24 00:00:00,,
16530,4693,2,,2018-06-24 00:00:00,,
16531,4673,2,,2018-06-24 00:00:00,,
16532,480,2,,2018-06-24 00:00:00,,
16533,4658,2,,2018-06-24 00:00:00,,
16534,934,2,,2018-06-24 00:00:00,,
16535,4654,2,,2018-06-24 00:00:00,,
16536,4578,2,,2018-06-24 00:00:00,,
16537,3511,2,,2018-06-24 00:00:00,,
16538,4630,2,,2018-06-24 00:00:00,,
16539,4628,2,,2018-06-24 00:00:00,,
16540,4635,2,,2018-06-24 00:00:00,,
16541,4606,2,,2018-06-24 00:00:00,,
16542,4625,2,,2018-06-24 00:00:00,,
16543,3463,2,,2018-06-24 00:00:00,,
16544,4590,2,,2018-06-24 00:00:00,,
16545,3387,2,,2018-06-24 00:00:00,,
16546,4580,2,,2018-06-24 00:00:00,,
16547,3420,2,,2018-06-24 00:00:00,,
16548,351,2,,2018-06-24 00:00:00,,
16549,4587,2,,2018-06-24 00:00:00,,
16550,4571,2,,2018-06-24 00:00:00,,
16551,4572,2,,2018-06-24 00:00:00,,
16552,4534,2,,2018-06-24 00:00:00,,
16553,4559,2,,2018-06-24 00:00:00,,
16554,4560,2,,2018-06-24 00:00:00,,
16555,3507,2,,2018-06-24 00:00:00,,
16556,4533,2,,2018-06-24 00:00:00,,
16557,4537,2,,2018-06-24 00:00:00,,
16558,4531,2,,2018-06-24 00:00:00,,
16559,3468,2,,2018-06-24 00:00:00,,
16560,3499,2,,2018-06-24 00:00:00,,
16561,3505,2,,2018-06-24 00:00:00,,
16562,889,2,,2018-06-24 00:00:00,,
16563,3478,2,,2018-06-24 00:00:00,,
16564,3441,2,,2018-06-24 00:00:00,,
16565,3490,2,,2018-06-24 00:00:00,,
16566,59,2,,2018-06-24 00:00:00,,
16567,7350,10,,2018-06-25 00:00:00,,
16568,501,2,,2018-06-25 00:00:00,,
16569,348,2,,2018-06-25 00:00:00,,
16570,3197,2,,2018-06-25 00:00:00,,
16571,3436,2,,2018-06-25 00:00:00,,
16572,672,2,,2018-06-25 00:00:00,,
16573,2139,2,,2018-06-25 00:00:00,,
16574,4956,2,,2018-06-25 00:00:00,,
16575,655,2,,2018-06-25 00:00:00,,
16576,4958,2,,2018-06-25 00:00:00,,
16577,4648,2,,2018-06-25 00:00:00,,
16578,4923,2,,2018-06-25 00:00:00,,
16579,4952,2,,2018-06-25 00:00:00,,
16580,4947,2,,2018-06-25 00:00:00,,
16581,4930,2,,2018-06-25 00:00:00,,
16582,4937,2,,2018-06-25 00:00:00,,
16583,81,2,,2018-06-25 00:00:00,,
16584,60,2,,2018-06-25 00:00:00,,
16585,4867,2,,2018-06-25 00:00:00,,
16586,4907,2,,2018-06-25 00:00:00,,
16587,4745,2,,2018-06-25 00:00:00,,
16588,4911,2,,2018-06-25 00:00:00,,
16589,4900,2,,2018-06-25 00:00:00,,
16590,868,2,,2018-06-25 00:00:00,,
16591,4850,2,,2018-06-25 00:00:00,,
16592,4871,2,,2018-06-25 00:00:00,,
16593,4863,2,,2018-06-25 00:00:00,,
16594,4839,2,,2018-06-25 00:00:00,,
16595,4825,2,,2018-06-25 00:00:00,,
16596,4791,2,,2018-06-25 00:00:00,,
16597,4749,2,,2018-06-25 00:00:00,,
16598,4799,2,,2018-06-25 00:00:00,,
16599,4797,2,,2018-06-25 00:00:00,,
16600,4780,2,,2018-06-25 00:00:00,,
16601,4771,2,,2018-06-25 00:00:00,,
16602,4778,2,,2018-06-25 00:00:00,,
16603,4785,2,,2018-06-25 00:00:00,,
16604,3388,2,,2018-06-25 00:00:00,,
16605,4755,2,,2018-06-25 00:00:00,,
16606,300,2,,2018-06-25 00:00:00,,
16607,399,2,,2018-06-25 00:00:00,,
16608,5207,2,,2018-06-25 00:00:00,,
16609,7351,2,,2018-06-25 00:00:00,,
16610,5164,2,,2018-06-25 00:00:00,,
16611,4781,2,,2018-06-25 00:00:00,,
16612,602,16,,2018-06-25 00:00:00,,
16613,4781,16,,2018-06-25 00:00:00,,
16614,596,16,,2018-06-25 00:00:00,,
16615,340,16,,2018-06-25 00:00:00,,
16616,628,2,,2018-06-25 00:00:00,,
16617,604,2,,2018-06-25 00:00:00,,
16619,4734,2,,2018-06-26 00:00:00,,
16620,233,2,,2018-06-26 00:00:00,,
16621,3195,2,,2018-06-26 00:00:00,,
16622,3386,2,,2018-06-26 00:00:00,,
16623,5202,2,,2018-06-26 00:00:00,,
16624,4645,2,,2018-06-26 00:00:00,,
16625,5203,2,,2018-06-26 00:00:00,,
16626,5171,2,,2018-06-26 00:00:00,,
16627,5164,2,,2018-06-26 00:00:00,,
16628,5178,2,,2018-06-26 00:00:00,,
16629,5176,2,,2018-06-26 00:00:00,,
16630,99,2,,2018-06-26 00:00:00,,
16631,806,2,,2018-06-26 00:00:00,,
16632,5165,2,,2018-06-26 00:00:00,,
16633,5158,2,,2018-06-26 00:00:00,,
16634,5159,2,,2018-06-26 00:00:00,,
16635,708,2,,2018-06-26 00:00:00,,
16636,5154,2,,2018-06-26 00:00:00,,
16637,5134,2,,2018-06-26 00:00:00,,
16638,5092,2,,2018-06-26 00:00:00,,
16639,5073,2,,2018-06-26 00:00:00,,
16640,5078,2,,2018-06-26 00:00:00,,
16641,4809,2,,2018-06-26 00:00:00,,
16642,4807,2,,2018-06-26 00:00:00,,
16643,7354,2,,2018-06-26 00:00:00,,
16644,7355,2,,2018-06-27 00:00:00,,
16645,7351,2,,2018-06-27 00:00:00,,
16646,4936,2,,2018-06-27 00:00:00,,
16647,5031,2,,2018-06-27 00:00:00,,
16648,297,2,,2018-06-27 00:00:00,,
16649,1038,2,,2018-06-27 00:00:00,,
16650,5042,2,,2018-06-27 00:00:00,,
16651,3466,2,,2018-06-27 00:00:00,,
16652,515,2,,2018-06-27 00:00:00,,
16653,4972,2,,2018-06-27 00:00:00,,
16654,3503,2,,2018-06-27 00:00:00,,
16655,5071,2,,2018-06-27 00:00:00,,
16656,5066,2,,2018-06-27 00:00:00,,
16657,4894,2,,2018-06-27 00:00:00,,
16658,5005,2,,2018-06-27 00:00:00,,
16659,3494,2,,2018-06-27 00:00:00,,
16660,7337,2,,2018-06-27 00:00:00,,
16661,7356,2,,2018-06-28 00:00:00,,
16662,5034,2,,2018-06-28 00:00:00,,
16663,4931,2,,2018-06-28 00:00:00,,
16664,5072,2,,2018-06-28 00:00:00,,
16665,5084,2,,2018-06-28 00:00:00,,
16666,684,2,,2018-06-28 00:00:00,,
16667,845,2,,2018-06-28 00:00:00,,
16668,643,2,,2018-06-28 00:00:00,,
16669,637,2,,2018-06-28 00:00:00,,
16670,574,2,,2018-06-28 00:00:00,,
16671,680,2,,2018-06-28 00:00:00,,
16672,6321,2,,2018-06-28 00:00:00,,
16673,6277,2,,2018-06-28 00:00:00,,
16674,6306,2,,2018-06-28 00:00:00,,
16675,6245,2,,2018-06-28 00:00:00,,
16676,86,2,,2018-06-28 00:00:00,,
16677,6288,2,,2018-06-28 00:00:00,,
16678,6265,2,,2018-06-28 00:00:00,,
16679,7351,2,,2018-06-28 00:00:00,,
16680,7351,2,,2018-06-29 00:00:00,,
16681,7354,2,,2018-06-29 00:00:00,,
16682,4594,2,,2018-06-29 00:00:00,,
16683,3491,2,,2018-06-29 00:00:00,,
16684,4811,2,,2018-06-29 00:00:00,,
16685,4852,2,,2018-06-29 00:00:00,,
16686,5006,2,,2018-06-29 00:00:00,,
16687,4813,2,,2018-06-29 00:00:00,,
16688,4803,2,,2018-06-29 00:00:00,,
16689,4770,2,,2018-06-29 00:00:00,,
16690,2133,2,,2018-06-29 00:00:00,,
16691,1093,2,,2018-06-29 00:00:00,,
16692,1014,2,,2018-06-29 00:00:00,,
16693,702,2,,2018-06-29 00:00:00,,
16694,539,2,,2018-06-29 00:00:00,,
16695,333,2,,2018-06-29 00:00:00,,
16696,229,2,,2018-06-29 00:00:00,,
16697,5222,2,,2018-06-29 00:00:00,,
16698,4700,2,,2018-06-29 00:00:00,,
16699,5200,2,,2018-06-29 00:00:00,,
16700,5087,2,,2018-06-29 00:00:00,,
16701,839,2,,2018-06-29 00:00:00,,
16702,5011,1,,2018-06-29 00:00:00,,
16703,7356,2,,2018-06-29 00:00:00,,
16704,7359,2,,2018-06-29 00:00:00,,
16705,4817,2,,2018-06-29 00:00:00,,
16706,4821,2,,2018-06-30 00:00:00,,
16707,7324,2,,2018-06-30 00:00:00,,
16708,4662,2,,2018-06-30 00:00:00,,
16709,172,2,,2018-06-30 00:00:00,,
16710,212,2,,2018-06-30 00:00:00,,
16711,3417,2,,2018-06-30 00:00:00,,
16712,5022,2,,2018-06-30 00:00:00,,
16713,4807,2,,2018-06-30 00:00:00,,
16714,6232,2,,2018-06-30 00:00:00,,
16715,6241,2,,2018-06-30 00:00:00,,
16716,6259,2,,2018-06-30 00:00:00,,
16717,5179,2,,2018-06-30 00:00:00,,
16718,5162,2,,2018-06-30 00:00:00,,
16719,5213,2,,2018-06-30 00:00:00,,
16720,5186,2,,2018-06-30 00:00:00,,
16721,6235,2,,2018-06-30 00:00:00,,
16722,6457,2,,2018-06-30 00:00:00,,
16723,3512,2,,2018-06-30 00:00:00,,
16724,4824,2,,2018-06-30 00:00:00,,
16725,811,2,,2018-06-30 00:00:00,,
16726,6330,2,,2018-06-30 00:00:00,,
16727,3510,2,,2018-06-30 00:00:00,,
16728,6313,2,,2018-06-30 00:00:00,,
16729,6336,2,,2018-06-30 00:00:00,,
16730,1009,2,,2018-06-30 00:00:00,,
16731,6342,2,,2018-06-30 00:00:00,,
16732,6266,2,,2018-06-30 00:00:00,,
16733,3212,2,,2018-06-30 00:00:00,,
16734,6357,2,,2018-06-30 00:00:00,,
16735,4844,2,,2018-06-30 00:00:00,,
16736,995,2,,2018-06-30 00:00:00,,
16737,777,2,,2018-06-30 00:00:00,,
16738,6375,2,,2018-06-30 00:00:00,,
16739,179,2,,2018-06-30 00:00:00,,
16740,7360,2,,2018-06-30 00:00:00,,
16741,7357,2,,2018-06-30 00:00:00,,
16742,7344,9,,2018-06-30 00:00:00,,
16743,7352,2,,2018-06-30 00:00:00,,
16744,7362,2,,2018-06-30 00:00:00,,
16745,7362,2,,2018-07-01 00:00:00,,
16746,7360,2,,2018-07-01 00:00:00,,
16747,6464,2,,2018-07-01 00:00:00,,
16748,6465,2,,2018-07-01 00:00:00,,
16749,6461,2,,2018-07-01 00:00:00,,
16750,6432,2,,2018-07-01 00:00:00,,
16751,6471,2,,2018-07-01 00:00:00,,
16752,6462,2,,2018-07-01 00:00:00,,
16753,6451,2,,2018-07-01 00:00:00,,
16754,6455,2,,2018-07-01 00:00:00,,
16755,69,2,,2018-07-01 00:00:00,,
16756,134,2,,2018-07-01 00:00:00,,
16757,6434,2,,2018-07-01 00:00:00,,
16758,6436,2,,2018-07-01 00:00:00,,
16759,6403,2,,2018-07-01 00:00:00,,
16760,6430,2,,2018-07-01 00:00:00,,
16761,1070,2,,2018-07-01 00:00:00,,
16762,1073,2,,2018-07-01 00:00:00,,
16763,6326,2,,2018-07-01 00:00:00,,
16764,6352,2,,2018-07-01 00:00:00,,
16765,6400,2,,2018-07-01 00:00:00,,
16766,6401,2,,2018-07-01 00:00:00,,
16767,6405,2,,2018-07-01 00:00:00,,
16768,440,2,,2018-07-01 00:00:00,,
16769,443,2,,2018-07-01 00:00:00,,
16770,441,2,,2018-07-01 00:00:00,,
16771,492,2,,2018-07-01 00:00:00,,
16772,6414,2,,2018-07-01 00:00:00,,
16773,7277,2,,2018-07-01 00:00:00,,
16774,7278,2,,2018-07-01 00:00:00,,
16775,7323,2,,2018-07-01 00:00:00,,
16776,7324,2,,2018-07-01 00:00:00,,
16777,7327,2,,2018-07-01 00:00:00,,
16778,7338,2,,2018-07-01 00:00:00,,
16779,7339,2,,2018-07-01 00:00:00,,
16780,633,2,,2018-07-02 00:00:00,,
16781,6440,2,,2018-07-02 00:00:00,,
16782,6395,2,,2018-07-02 00:00:00,,
16783,6411,2,,2018-07-02 00:00:00,,
16784,532,2,,2018-07-02 00:00:00,,
16785,6329,2,,2018-07-02 00:00:00,,
16786,6327,2,,2018-07-02 00:00:00,,
16787,4929,2,,2018-07-02 00:00:00,,
16788,6383,2,,2018-07-02 00:00:00,,
16789,6333,2,,2018-07-02 00:00:00,,
16790,969,2,,2018-07-02 00:00:00,,
16791,6380,2,,2018-07-02 00:00:00,,
16792,942,2,,2018-07-02 00:00:00,,
16793,6625,2,,2018-07-02 00:00:00,,
16794,6266,2,,2018-07-02 00:00:00,,
16795,7365,2,,2018-07-02 00:00:00,,
16796,7363,2,,2018-07-02 00:00:00,,
16797,7363,2,,2018-07-02 00:00:00,,
16798,5035,2,,2018-07-02 00:00:00,,
16799,5207,2,,2018-07-02 00:00:00,,
16800,7354,2,,2018-07-02 00:00:00,,
16801,7368,2,,2018-07-02 00:00:00,,
16802,7368,2,,2018-07-03 00:00:00,,
16803,7369,2,,2018-07-03 00:00:00,,
16804,7369,2,,2018-07-03 00:00:00,,
16805,7369,2,,2018-07-03 00:00:00,,
16806,7369,1,,2018-07-03 00:00:00,,
16807,7354,1,,2018-07-03 00:00:00,,
16808,7368,2,,2018-07-03 00:00:00,,
16809,7368,2,,2018-07-03 00:00:00,,
16810,7363,2,,2018-07-03 00:00:00,,
16811,7365,2,,2018-07-03 00:00:00,,
16812,372,2,,2018-07-03 00:00:00,,
16813,15,2,,2018-07-03 00:00:00,,
16814,6486,2,,2018-07-03 00:00:00,,
16815,6416,2,,2018-07-03 00:00:00,,
16816,415,2,,2018-07-03 00:00:00,,
16817,6497,2,,2018-07-03 00:00:00,,
16818,6507,2,,2018-07-03 00:00:00,,
16819,6514,2,,2018-07-03 00:00:00,,
16820,6490,2,,2018-07-03 00:00:00,,
16821,6477,2,,2018-07-03 00:00:00,,
16822,6522,2,,2018-07-03 00:00:00,,
16823,6520,2,,2018-07-03 00:00:00,,
16824,6528,2,,2018-07-03 00:00:00,,
16825,6458,2,,2018-07-03 00:00:00,,
16826,6501,2,,2018-07-03 00:00:00,,
16827,6530,2,,2018-07-03 00:00:00,,
16828,6535,2,,2018-07-03 00:00:00,,
16829,6540,2,,2018-07-03 00:00:00,,
16830,293,2,,2018-07-03 00:00:00,,
16831,4829,2,,2018-07-03 00:00:00,,
16832,6551,2,,2018-07-03 00:00:00,,
16833,3457,2,,2018-07-03 00:00:00,,
16834,7367,2,,2018-07-03 00:00:00,,
16835,7367,1,,2018-07-03 00:00:00,,
16836,7364,2,,2018-07-03 00:00:00,,
16837,7370,2,,2018-07-03 00:00:00,,
16838,7370,2,,2018-07-03 00:00:00,,
16839,4829,2,,2018-07-03 00:00:00,,
16840,6628,2,,2018-07-04 00:00:00,,
16841,6634,2,,2018-07-04 00:00:00,,
16842,4979,2,,2018-07-04 00:00:00,,
16843,6601,2,,2018-07-04 00:00:00,,
16844,6623,2,,2018-07-04 00:00:00,,
16845,6537,2,,2018-07-04 00:00:00,,
16846,6538,2,,2018-07-04 00:00:00,,
16847,6591,2,,2018-07-04 00:00:00,,
16848,6560,2,,2018-07-04 00:00:00,,
16849,991,2,,2018-07-04 00:00:00,,
16850,1085,2,,2018-07-04 00:00:00,,
16851,6553,2,,2018-07-04 00:00:00,,
16852,6546,2,,2018-07-04 00:00:00,,
16853,6518,2,,2018-07-04 00:00:00,,
16854,6268,2,,2018-07-04 00:00:00,,
16855,6260,1,,2018-07-04 00:00:00,,
16856,7115,2,,2018-07-04 00:00:00,,
16857,7368,2,,2018-07-05 00:00:00,,
16858,725,2,,2018-07-05 00:00:00,,
16859,6608,2,,2018-07-05 00:00:00,,
16860,6632,2,,2018-07-05 00:00:00,,
16861,4922,2,,2018-07-05 00:00:00,,
16862,6643,2,,2018-07-05 00:00:00,,
16863,6647,2,,2018-07-05 00:00:00,,
16864,6618,2,,2018-07-05 00:00:00,,
16865,6582,2,,2018-07-05 00:00:00,,
16866,6657,2,,2018-07-05 00:00:00,,
16867,6649,2,,2018-07-05 00:00:00,,
16868,6662,2,,2018-07-05 00:00:00,,
16869,6664,2,,2018-07-05 00:00:00,,
16870,6283,2,,2018-07-05 00:00:00,,
16871,6676,2,,2018-07-05 00:00:00,,
16872,6668,2,,2018-07-05 00:00:00,,
16873,6480,2,,2018-07-05 00:00:00,,
16874,6675,2,,2018-07-05 00:00:00,,
16875,6683,2,,2018-07-05 00:00:00,,
16876,7366,2,,2018-07-05 00:00:00,,
16877,7367,2,,2018-07-05 00:00:00,,
16878,6584,1,,2018-07-05 00:00:00,,
16879,6620,1,,2018-07-05 00:00:00,,
16883,7353,3,,2018-07-05 00:00:00,,
16884,7369,2,,2018-07-05 00:00:00,,
16885,7370,2,,2018-07-05 00:00:00,,
16886,7366,2,,2018-07-05 00:00:00,,
16887,7353,3,,2018-07-05 00:00:00,,
16888,7322,2,,2018-07-05 00:00:00,,
16889,7318,2,,2018-07-05 00:00:00,,
16890,7373,2,,2018-07-05 00:00:00,,
16891,7372,2,,2018-07-05 00:00:00,,
16892,7371,2,,2018-07-05 00:00:00,,
16893,4806,2,,2018-07-05 00:00:00,,
16894,3191,1,,2018-07-05 00:00:00,,
16895,6561,2,,2018-07-06 00:00:00,,
16896,6767,2,,2018-07-06 00:00:00,,
16897,4837,2,,2018-07-06 00:00:00,,
16898,6749,2,,2018-07-06 00:00:00,,
16899,6745,2,,2018-07-06 00:00:00,,
16900,6402,2,,2018-07-06 00:00:00,,
16901,6758,2,,2018-07-06 00:00:00,,
16902,6742,2,,2018-07-06 00:00:00,,
16903,698,2,,2018-07-06 00:00:00,,
16904,6702,2,,2018-07-06 00:00:00,,
16905,6701,2,,2018-07-06 00:00:00,,
16906,6684,2,,2018-07-06 00:00:00,,
16907,7070,2,,2018-07-06 00:00:00,,
16908,16,2,,2018-07-06 00:00:00,,
16909,4906,2,,2018-07-06 00:00:00,,
16910,6297,2,,2018-07-06 00:00:00,,
16911,6802,2,,2018-07-06 00:00:00,,
16912,6930,2,,2018-07-06 00:00:00,,
16913,5015,2,,2018-07-06 00:00:00,,
16914,6543,2,,2018-07-06 00:00:00,,
16915,6996,2,,2018-07-06 00:00:00,,
16916,7073,1,,2018-07-06 00:00:00,,
16917,7372,3,,2018-07-06 00:00:00,,
16918,7369,2,,2018-07-06 00:00:00,,
16919,7318,2,,2018-07-06 00:00:00,,
16920,7373,2,,2018-07-06 00:00:00,,
16921,6763,2,,2018-07-07 00:00:00,,
16922,6488,2,,2018-07-07 00:00:00,,
16923,6752,2,,2018-07-07 00:00:00,,
16924,5161,2,,2018-07-07 00:00:00,,
16925,6712,2,,2018-07-07 00:00:00,,
16926,6743,2,,2018-07-07 00:00:00,,
16927,694,2,,2018-07-07 00:00:00,,
16928,6710,2,,2018-07-07 00:00:00,,
16929,6933,2,,2018-07-07 00:00:00,,
16930,6892,2,,2018-07-07 00:00:00,,
16931,6884,2,,2018-07-07 00:00:00,,
16932,6940,2,,2018-07-07 00:00:00,,
16933,6922,2,,2018-07-07 00:00:00,,
16934,354,2,,2018-07-07 00:00:00,,
16935,355,2,,2018-07-07 00:00:00,,
16936,364,2,,2018-07-07 00:00:00,,
16937,363,2,,2018-07-07 00:00:00,,
16938,367,2,,2018-07-07 00:00:00,,
