id,name,host_id,location_id,number_of_reviews,occupancy,price,room_type,host_listings_count
38539,Modern NYC 2 Bedroom apt. Close to everything 34a,22641060,38538,0,0,85,Entire home/apt,1
38540,Magnificent NYC 1 Bedroom Apt on the River!!,163251048,38539,0,179,399,Entire home/apt,8
38541,Spacious Brownstone Home in Prospect Heights,5412248,38540,1,146,95,Entire home/apt,1
38542,"Cozy Studio Apartment in Greenpoint, Brooklyn",42661839,38541,2,365,149,Entire home/apt,1
38543,Easy charm in Fort Greene,1364105,38542,28,362,119,Private room,1
38544,"Nice &  clean room, two blocks from Times Square",227671939,38543,26,87,90,Private room,1
38545,★Modern 2BDR WITH BIG PATIO in Upper East!★,171452798,38544,49,69,264,Entire home/apt,1
38546,Amazing Convenient Cozy Room (girl preferred),47227131,38545,1,365,28,Private room,1
38547,Private bedroom in a loft apartment (Williamsburg),115051556,38546,33,214,80,Private room,1
38548,"SPACIOUS, PRIVATE ROOM IN MIDTOWN, PARK AVENUE",209758777,38547,51,336,145,Private room,2
38549,Romantic getaway in the heart of NYC,227647873,38548,15,352,89,Private room,3
38550,Contemporary 1BR in Brooklyn by NÔM Stays,732460,38549,1,365,120,Entire home/apt,7
38551,Spacious Duplex 3 BR Apt in Bushwick/Ridgewood,8441265,38550,1,365,190,Entire home/apt,2
38552,NYC/UES Beautiful and Sunny one-bedroom apartment,227705254,38551,5,288,275,Entire home/apt,1
38553,studio for your own,137665954,38552,3,365,168,Entire home/apt,1
38554,Spacious Studio in the Heart of West Village,50014274,38553,2,365,200,Entire home/apt,1
38555,Hidden gem... steps from Times Square,90401194,38554,20,286,180,Entire home/apt,1
38556,"3 bedrooms, 2 bathrooms, huge open space!",91427536,38555,1,360,100,Entire home/apt,2
38557,"Cozy,  two-bedroom East Harlem apartment",28613272,38556,1,362,149,Entire home/apt,1
38558,3 bed 6 guest luxury Apt in Brooklyn,226406882,38557,0,0,200,Private room,3
38559,HUGE 1Br Converted Art Gallery Loft WILLIAMSBURG,92546730,38558,13,365,55,Entire home/apt,1
38560,Charming South Harlem Hideaway with Garden,8630543,38559,18,110,115,Entire home/apt,2
38561,Nice and artsy apartment in East Village,26671786,38560,4,365,79,Private room,1
38562,1 BDRM avail in sunny apartment in Williamsburg,10860700,38561,11,248,120,Private room,2
38563,Cozy shared studio in a safe neighborhood,21495656,38562,1,277,32,Shared room,1
38564,Best Scenic Night View In Riverside DR NYC,198442706,38563,0,0,80,Private room,1
38565,Spacious Neon Apartment Inspired by the Caribbean,1370324,38564,2,41,100,Entire home/apt,1
38566,Parisian Palace in Heart of Manhattan,224001464,38565,4,285,333,Entire home/apt,1
38567,Spacious room near Columbia University,159142440,38566,7,365,70,Private room,1
38568,Accomplished private room next to Columbia Uni,126653377,38567,0,1,63,Private room,6
38569,Refined private room next to Columbia University,126653377,38568,1,1,63,Private room,6
38570,Cozy Brooklyn 1 Bed,227801173,38569,7,318,125,Entire home/apt,1
38571,Wonderful and sunny 2 bedroom in Brooklyn,226833844,38570,4,365,225,Entire home/apt,1
38572,ONE BEDROOM KING SUITE - PRIME WILLIAMSBURG,198861577,38571,0,1,200,Private room,5
38573,New Flatiron King Bed Apartment,196479236,38572,2,6,210,Entire home/apt,1
38574,"Cute and cozy room, 1 stop from Midtown Manhattan",196598648,38573,5,365,50,Private room,1
38575,"Peace of Mind, Harlem, Netflix",45835291,38574,29,311,40,Private room,6
38576,Airy and Beautiful East Village 2BR Apt,224703803,38575,9,46,399,Entire home/apt,1
38577,"**Newly Renovated, Cozy, Urban Oasis entire apt**",227818501,38576,13,268,120,Entire home/apt,2
38578,"2 Bed, 2 Bath Flat In Trendy Nolita - Modern!",225616673,38577,16,37,418,Entire home/apt,1
38579,Designer Apartment in NYC near Central Park,24407449,38578,2,305,350,Entire home/apt,1
38580,"Ridgewood/Bushwick Lovely, Clean and Inviting! A/C",1460313,38579,14,330,56,Private room,2
38581,Upper East Side 1 Bedroom,5777779,38580,0,207,150,Entire home/apt,1
38582,Private 2B Room in 4BR/2BA APT in Hell's Kitchen,137274917,38581,21,109,110,Private room,12
38583,Modern Park Slope 1br right by Prospect Park,18609785,38582,9,360,155,Entire home/apt,1
38584,Very cozy apartment in the heart of Ridgewood =),223191465,38583,16,305,120,Entire home/apt,2
38585,2 Bedroom Apartment in Heart of Chinatown,227691333,38584,18,345,125,Entire home/apt,1
38586,Historic Park Slope 2 bedroom cozy clean apt,17825521,38585,5,352,134,Entire home/apt,1
38587,Cute cozy home in south slope!!,208938947,38586,0,365,50,Private room,1
38588,"Cozy, Airy One Bedroom in Greenwich Village",147186603,38587,1,358,350,Entire home/apt,1
38589,Sonder | 180 Water | Charming 1BR + Rooftop,219517861,38588,1,206,232,Entire home/apt,327
38590,Huge room in Bushwick apt. 20 mins from Manhattan,40004714,38589,13,354,50,Private room,2
38591,Private Room in the Upper East Side,6180828,38590,10,360,95,Private room,1
38592,1500 SQ FT Williamsburg  Penthouse,198861577,38591,0,365,1600,Private room,5
38593,Better Home Inn,227872371,38592,88,112,89,Entire home/apt,2
38594,"Quiet, serene Holiday getaway in the Bronx",20444114,38593,21,113,35,Private room,1
38595,"New York, prime location cozy 1bedroom unit!",142456326,38594,5,275,180,Entire home/apt,1
38596,"Huge, modern apt 20 mins from Manhattan JMZ metro",40004714,38595,0,354,190,Entire home/apt,2
38597,Spacious modern condo by Columbia University,2964135,38596,3,365,200,Entire home/apt,1
38598,Huge studio on Central Park west top location,4431107,38597,19,365,200,Entire home/apt,3
38599,Entire studio Central Park west,4431107,38598,0,207,200,Entire home/apt,3
38600,Modern- and newly renovated Brooklyn apartment,10759819,38599,1,1,300,Entire home/apt,1
38601,Roomy and Relaxing 3 Brooklyn Apartment,144687306,38600,26,124,150,Entire home/apt,2
38602,Private Room in Brand New Greenpoint Apartment,108457539,38601,2,365,55,Private room,1
38603,Top floor of an amazing duplex,213020,38602,4,358,88,Private room,3
38604,"HUGE ONE-BED, PROSPECT PARK, CAT LOVERS ONLY!!",1675112,38603,2,357,79,Entire home/apt,1
38605,Very bright and cosy bedroom.,44074020,38604,1,352,70,Private room,1
38606,Spacious Garden Studio,51964207,38605,7,362,140,Entire home/apt,1
38607,Basic room in Williamsburg,45773187,38606,0,365,49,Private room,1
38608,Comfy and Artsy Big Room in EAST VILLAGE,64934891,38607,0,365,70,Private room,1
38609,"Spacious room 2min walk to Subway M,R near Mall",218336964,38608,12,360,40,Private room,4
38610,Room close to La Guardia Airport,227905146,38609,10,365,16,Shared room,1
38611,"Affordable Room close to train, mall. With WIFI.",137358866,38610,1,92,34,Private room,103
38612,Cozy private bedroom with Great East River view,24593962,38611,1,365,90,Private room,1
38613,Private room in spacious BK community w/ parking,3285978,38612,5,365,50,Private room,2
38614,Shared male room on Manhattan next to river I,39528519,38613,1,45,35,Shared room,28
38615,Shared male room of your dreams on Manhattan III,39528519,38614,1,24,32,Shared room,28
38616,Amazing and cozy shared male room on Manhattan IV,39528519,38615,0,43,35,Shared room,28
38617,1BR in Manhattan. Central Park at your doorstep!,137358866,38616,2,146,70,Entire home/apt,103
38618,Unbelievable male room& best price on Manhattan II,39528519,38617,8,43,35,Shared room,28
38619,Spacious and comfortable room,208136645,38618,1,69,45,Private room,4
38620,Superhosted room close to station! Bed+sofa & WiFi,137358866,38619,0,365,33,Private room,103
38621,Cozy Room in Great APT! Near LGA / Manhattan,137358866,38620,1,365,37,Private room,103
38622,Gorgeous Room in a renovated Woodside townhouse!,137358866,38621,1,130,42,Private room,103
38623,"One bedroom apartment in Brooklyn, NY",40480205,38622,2,282,110,Entire home/apt,1
38624,hip and cosy Brooklyn family retreat,12838954,38623,0,365,375,Entire home/apt,1
38625,Quiet Neighborhood Close to Trendy Spots,183967887,38624,5,365,65,Private room,1
38626,Cozy private room in Williamsburg,228000501,38625,6,327,50,Private room,1
38627,Beautiful apartment in Brooklyn Heights,26312879,38626,3,365,125,Entire home/apt,1
38628,Private room with a view- cosy apt in East Village,5559293,38627,10,329,150,Private room,1
38629,Modern/Eclectic Light Filled Williamsburg Home,3262412,38628,0,320,225,Entire home/apt,1
38630,"Trendy Chelsea 1BR w/ Balcony, Gym + Doorman by Blueground",107434423,38629,0,180,303,Entire home/apt,232
38631,LOFT EXPERIENCE IN HEART OF WILLIAMSBURG,228011801,38630,1,365,69,Private room,1
38632,Central Park Loft,93717558,38631,17,338,175,Entire home/apt,1
38633,Private bedroom w/ bathroom in cozy UWS apartment,206960083,38632,1,365,95,Private room,1
38634,Modern 1BR near Times Square w/ Indoor pool + Gym by Blueground,107434423,38633,0,330,316,Entire home/apt,232
38635,Cozy Room 1,213781715,38634,1,0,119,Private room,33
38636,Cozy Home 2,213781715,38635,0,0,119,Private room,33
38637,LINCOLN CENTER / LUXURY 2BED 2BATH,131647128,38636,3,91,260,Entire home/apt,25
38638,"Cozy private room in NYC 
25 mins from Midtown",172895347,38637,2,365,59,Private room,2
38639,DELUXE DOUBLE ROOM,198861577,38638,0,365,350,Private room,5
38640,Central & Comfy East Village Studio,225620034,38639,13,27,189,Entire home/apt,1
38641,Cozy Home 3,213781715,38640,0,1,399,Entire home/apt,33
38642,"Serene,  Clean Studio in South Williamsburg",10934627,38641,3,349,105,Entire home/apt,1
38643,Large room  2 min walk to subway near mall,218336964,38642,11,359,45,Private room,4
38644,Private Floor in Brownstone near Prospect Park,11370189,38643,2,340,140,Entire home/apt,2
38645,Luxury Apt - Private Suite  in Theater District,3729486,38644,12,193,180,Private room,1
38646,Big cozy room in Washington Heights,24762196,38645,3,365,80,Private room,1
38647,Cozy Nook in Trendy Lower East Side,1723475,38646,20,86,214,Entire home/apt,1
38648,*Beautiful Private Room near Subway,52140932,38647,24,35,65,Private room,7
38649,Private Bedroom w/ Queen Size bed in Williamsburg,19868844,38648,14,365,60,Private room,1
38650,Open & Bright Williamsburg 1 Bed Loft,228104837,38649,14,337,195,Entire home/apt,1
38651,South Prospect Park Private Middle Room F&Q subway,221940893,38650,18,176,36,Private room,3
38652,Large studio-style Private Room,151429490,38651,0,6,80,Private room,1
38653,Industrial Chic Stuyvesant Bedroom Madison 1R-1,226410657,38652,1,19,42,Private room,27
38654,Nelson-Hamilton Family,225750872,38653,1,275,60,Private room,1
38655,Hip East Village Flat,228117451,38654,6,133,75,Entire home/apt,1
38656,pinlia,143084679,38655,7,365,40,Private room,1
38657,Charming Harlem Studio!,81970141,38656,15,353,119,Entire home/apt,1
38658,Penthouse Apartment to view July 4th Fireworks,11773839,38657,5,363,95,Private room,1
38659,Private Stuyvesant Bedroom Madison 1R-2,226410657,38658,0,19,42,Private room,27
38660,Shared Room 4 FEMALE Guests 30mins to Manhattan-2,172369331,38659,2,75,25,Shared room,10
38661,Modern Private Stuyvesant Room Madison 1R-3,226410657,38660,1,19,42,Private room,27
38662,Greenpoint Creative's Apartment,2011313,38661,3,359,100,Entire home/apt,1
38663,Sunny Stuyvesant Private Bedroom Madison 1R-4,226410657,38662,2,20,42,Private room,27
38664,Artsy Stuyvesant Private Bedroom Madison 2L-1,226410657,38663,1,33,42,Private room,27
38665,Shared Studio (females only),200401254,38664,0,0,110,Shared room,1
38666,Homely One Bedroom on a quite safe street!,31408845,38665,2,24,250,Entire home/apt,1
38667,Luxurious Manhattan Apartment with Rooftop Views,128766,38666,15,356,150,Entire home/apt,1
38668,Mellow Stuyvesant Bedroom Madison 2L-2,226410657,38667,2,54,42,Private room,27
38669,Modern Brooklyn Zen with Private Garden,3042136,38668,26,99,250,Entire home/apt,3
38670,Large Room in Sunnyside,4275601,38669,1,1,100,Private room,1
38671,"Your NY home for Quality time , Fully Equipped !",148725429,38670,58,363,90,Entire home/apt,2
38672,"Bright, large, fully renovated apartment!!",20318052,38671,0,253,140,Entire home/apt,2
38673,Stunning Corner 1BR in West Village w/ Doorman by Blueground,107434423,38672,0,24,350,Entire home/apt,232
38674,"Bespoke Tribeca Studio, Indoor pool + Great views by Blueground",107434423,38673,0,81,276,Entire home/apt,232
38675,Exquisite UWS 2BR w/ Gym + Doorman by Blueground,107434423,38674,1,28,452,Entire home/apt,232
38676,Modern + Bright Times Square 1BR w/ Indoor pool by Blueground,107434423,38675,0,3,325,Entire home/apt,232
38677,"Grand Lenox Hill 1BR w/ Doorman, near Central Park by Blueground",107434423,38676,0,72,312,Entire home/apt,232
38678,"Splendid Tribeca 1BR w/ Gym, Doorman + Valet by Blueground",107434423,38677,0,180,285,Entire home/apt,232
38679,"Stunning Tribeca 2BR w/ Indoor pool, Gym, Rooftop by Blueground",107434423,38678,0,23,350,Entire home/apt,232
38680,"Bright, Open 1BR in lovely West Village w/ Doorman by Blueground",107434423,38679,0,312,397,Entire home/apt,232
38681,"Comfy UWS 1BR w/ Gym + Doorman, near Central Park by Blueground",107434423,38680,0,364,283,Entire home/apt,232
38682,Palatial Wall Street 1BR w/ Luxury gym + Doorman by Blueground,107434423,38681,0,24,289,Entire home/apt,232
38683,"Welcoming Chelsea 1BR w/ Roof deck, Gym + Doorman by Blueground",107434423,38682,1,42,343,Entire home/apt,232
38684,Swanky 1BR in Central Chelsea w/ Garden by Blueground,107434423,38683,1,55,334,Entire home/apt,232
38685,"Serene Theater District 1BR, Doorman, Gym, Garden by Blueground",107434423,38684,0,35,302,Entire home/apt,232
38686,"Dandy Wall St 1BR w/ Office nook, Gym + Doorman by Blueground",107434423,38685,0,55,320,Entire home/apt,232
38687,Stately + Spacious UWS 1BR w/ Doorman + Gym by Blueground,107434423,38686,0,347,316,Entire home/apt,232
38688,"Ample Central Midtown East 1BR w/ Gym, Doorman by Blueground",107434423,38687,0,97,287,Entire home/apt,232
38689,"Airy Times Sq 1BR w/ Indoor pool, Gym + Doorman by Blueground",107434423,38688,0,69,334,Entire home/apt,232
38690,"Cozy Midtown Studio w/ Gym, near Penn Station by Blueground",107434423,38689,1,43,238,Entire home/apt,232
38691,Cheery Tribeca Studio w/ Gym + Indoor pool by Blueground,107434423,38690,0,70,291,Entire home/apt,232
38692,"Dapper Times Square 1BR w/ Indoor pool, Gym by Blueground",107434423,38691,0,159,276,Entire home/apt,232
38693,Cozy Central Chelsea Studio w/ Balcony + Doorman by Blueground,107434423,38692,1,85,303,Entire home/apt,232
38694,"Immaculate Central West Village 1BR, Gym, Doorman by Blueground",107434423,38693,0,37,392,Entire home/apt,232
38695,Charismatic 1BR in West Village w/ Doorman + Gym by Blueground,107434423,38694,0,203,356,Entire home/apt,232
38696,Times Square 1BR w/ Great views + Indoor pool by Blueground,107434423,38695,0,297,297,Entire home/apt,232
38697,Smart Tribeca Studio w/ Great views + Indoor pool by Blueground,107434423,38696,0,157,265,Entire home/apt,232
38698,"Ideal Chelsea Studio w/ Balcony, Doorman + Gym by Blueground",107434423,38697,0,45,291,Entire home/apt,232
38699,Lush 2BR near Times Square w/ Indoor pool + Gym by Blueground,107434423,38698,0,169,358,Entire home/apt,232
38700,"Bright 1BR near Times Sq w/ Indoor pool, Doorman by Blueground",107434423,38699,0,24,312,Entire home/apt,232
38701,Dreamy 1BR in Hip East Village w/ Doorman + Gym by Blueground,107434423,38700,1,6,312,Entire home/apt,232
38702,"Spacious UWS 1BR w/ Gym, Walk to Central Park by Blueground",107434423,38701,0,72,320,Entire home/apt,232
38703,Light-filled Studio in Swanky Chelsea w/ Gym + Doorman by Blueground,107434423,38702,1,55,321,Entire home/apt,232
38704,"Dandy Tribeca Studio w/ Indoor pool, Views + Gym by Blueground",107434423,38703,0,53,309,Entire home/apt,232
38705,"Tranquil East Village 1BR Gym, Garden + Doorman by Blueground",107434423,38704,0,146,312,Entire home/apt,232
38706,"Cozy, Bright 2BR in Hip LES w/ Large terrace by Blueground",107434423,38705,0,157,314,Entire home/apt,232
38707,"Roomy Midtown East 1BR, Office nook, Doorman, Gym by Blueground",107434423,38706,0,97,352,Entire home/apt,232
38708,Thoughtful UWS Studio w/ Gym near Central Park by Blueground,107434423,38707,0,86,238,Entire home/apt,232
38709,"Lofty UES 1BR w/ Indoor pool, Doorman, City views by Blueground",107434423,38708,1,130,289,Entire home/apt,232
38710,"Charming Midtown West 2BR, 2BA w/ Gym + Doorman by Blueground",107434423,38709,0,176,291,Entire home/apt,232
38711,"Tranquil Columbus Cir. 1BR, Doorman, River Views by Blueground",107434423,38710,0,85,263,Entire home/apt,232
38712,"Spacious Chelsea 1BR w/ Gym, Balcony + Doorman by Blueground",107434423,38711,0,104,365,Entire home/apt,232
38713,"Hip Midtown East 1BR w/ Great views, Gym, Doorman by Blueground",107434423,38712,0,162,253,Entire home/apt,232
38714,"Stylish Tribeca Studio w/ Gym, Doorman + Valet by Blueground",107434423,38713,0,33,246,Entire home/apt,232
38715,"Sparkling Midtown Studio w/ Gym near Times Square, by Blueground",107434423,38714,0,138,211,Entire home/apt,232
38716,"Homey UWS 1BR w/ Gym, walk to Central Park by Blueground",107434423,38715,0,29,306,Entire home/apt,232
38717,"Gorgeous + Bright Midtown East 1BR, Doorman, Gym by Blueground",107434423,38716,0,216,241,Entire home/apt,232
38718,"Well-appointed Tribeca Studio w/ Indoor pool, Gym by Blueground",107434423,38717,0,327,312,Entire home/apt,232
38719,"Bright, Luxury FiDi Studio w/ Doorman, Roof deck by Blueground",107434423,38718,0,79,259,Entire home/apt,232
38720,Cozy Midtown 1BR w/ Doorman near Penn Station by Blueground,107434423,38719,0,91,267,Entire home/apt,232
38721,"Stately Chelsea Studio, Balcony in Chic building by Blueground",107434423,38720,0,208,312,Entire home/apt,232
38722,Mod + Lux Theater District 1BR w/ Indoor pool by Blueground,107434423,38721,0,99,347,Entire home/apt,232
38723,"Ample 1BR w/ Indoor pool, Gym near Broadway by Blueground",107434423,38722,0,218,278,Entire home/apt,232
38724,"Swanky Central Chelsea Studio w/ Balcony, Doorman by Blueground",107434423,38723,0,177,242,Entire home/apt,232
38725,Lovely Midtown East 1BR w/ City views + Doorman by Blueground,107434423,38724,0,128,242,Entire home/apt,232
38726,"Light-filled Chelsea 1BR w/ Balcony, Gym, Doorman by Blueground",107434423,38725,0,43,358,Entire home/apt,232
38727,"Airy East Village 1BR w/ Doorman, Gym, near NYU by Blueground",107434423,38726,0,191,377,Entire home/apt,232
38728,"Modern Chelsea 1BR w/ Balcony, Doorman + Gym by Blueground",107434423,38727,0,364,280,Entire home/apt,232
38729,Fetching FiDi Studio in Luxury Building by Blueground,107434423,38728,0,304,232,Entire home/apt,232
38730,"Mod Midtown West 2BR, Gym, Doorman + Water views by Blueground",107434423,38729,0,39,365,Entire home/apt,232
38731,Large Couples Room for that Perfect New York Stay,137358866,38730,2,96,62,Private room,103
38732,Stately Midtown East 1BR w/ Doorman near Flatiron by Blueground,107434423,38731,0,208,273,Entire home/apt,232
38733,"Bright FiDi 1BR w/ Luxury gym, Doorman, + Rooftop by Blueground",107434423,38732,0,26,285,Entire home/apt,232
38734,"Spacious Midtown East 1BR, Balcony, Doorman + Gym by Blueground",107434423,38733,0,32,307,Entire home/apt,232
38735,"Bespoke Studio in Hip East Village w/ Gym, Doorman by Blueground",107434423,38734,0,43,281,Entire home/apt,232
38736,Shining Tribeca Studio w/ Indoor pool + Gym by Blueground,107434423,38735,0,23,275,Entire home/apt,232
38737,"Homey 1BR in Fun, Central West Village w/ Doorman by Blueground",107434423,38736,0,202,396,Entire home/apt,232
38738,"Sweet Chelsea Studio w/ Balcony, Doorman + Gym by Blueground",107434423,38737,0,31,283,Entire home/apt,232
38739,Homey Tribeca 2BR w/ Great views + Indoor pool by Blueground,107434423,38738,0,148,358,Entire home/apt,232
38740,Comfy 1BR w/ Gym + Doorman near Times Square by Blueground,107434423,38739,0,35,285,Entire home/apt,232
38741,"Mod East Village 1BR w/ Doorman, Gym near Union Sq by Blueground",107434423,38740,0,208,420,Entire home/apt,232
38742,Room & Private Bath + Free Gym/Pool/Theater/More!,12704088,38741,7,365,88,Private room,1
38743,Travelers Delight - Minutes from JFK and MTA,228207777,38742,4,203,150,Entire home/apt,1
38744,Queens Comfort,228213504,38743,0,365,45,Private room,1
38745,"Cozy Studio in Charming Chelsea, Balcony, Doorman by Blueground",107434423,38744,0,28,283,Entire home/apt,232
38746,Stately Theater District 1BR w/ Indoor pool + Gym by Blueground,107434423,38745,0,54,316,Entire home/apt,232
38747,"Picture-perfect Flatiron Studio w/ Rooftop + Gym, by Blueground",107434423,38746,1,35,255,Entire home/apt,232
38748,"Dapper Park Ave Studio w/ Gym, near Grand Central by Blueground",107434423,38747,1,42,282,Entire home/apt,232
38749,Palatial Midtown East 1BR w/ Office nook + Doorman by Blueground,107434423,38748,0,53,290,Entire home/apt,232
38750,"Bright 1BR near Times Sq w/ Indoor pool, Doorman by Blueground",107434423,38749,0,114,317,Entire home/apt,232
38751,Immaculate Chelsea 1BR w/ Water views + Doorman by Blueground,107434423,38750,0,33,303,Entire home/apt,232
38752,"Stately Midtown Studio w/ Doorman, Gym, near MSG by Blueground",107434423,38751,0,162,206,Entire home/apt,232
38753,"Mod Tribeca 1BR w/ Gym, Doorman + Rooftop garden by Blueground",107434423,38752,0,35,278,Entire home/apt,232
38754,"Charming West Village Studio Oasis w/ Doorman, Gym by Blueground",107434423,38753,0,364,305,Entire home/apt,232
38755,Crisp 1BR near Times Square w/ Indoor pool + Gym by Blueground,107434423,38754,0,103,316,Entire home/apt,232
38756,Smart Midtown East Studio w/ Doorman + Gym by Blueground,107434423,38755,0,50,252,Entire home/apt,232
38757,Bright + Mod Tribeca Studio w/ Indoor pool + Gym by Blueground,107434423,38756,1,364,332,Entire home/apt,232
38758,"Peaceful Chelsea 1BR w/ Balcony, Doorman + Gym by Blueground",107434423,38757,0,208,361,Entire home/apt,232
38759,"Stunning Tribeca Studio w/ City views, Gym + Pool by Blueground",107434423,38758,0,55,269,Entire home/apt,232
38760,"Bright + Open Midtown 1BR w/ Doorman, Gym, Sundeck by Blueground",107434423,38759,0,85,245,Entire home/apt,232
38761,Handsome Tribeca Studio w/ Indoor pool + Gym by Blueground,107434423,38760,1,91,305,Entire home/apt,232
38762,Airy + Bright FiDi Studio w/ Gym + Doorman by Blueground,107434423,38761,0,0,233,Entire home/apt,232
38763,Stately Central West Village 1BR w/ Gym + Doorman by Blueground,107434423,38762,0,72,459,Entire home/apt,232
38764,Stylish + Spacious UWS 1BR w/ Doorman + Gym by Blueground,107434423,38763,0,179,271,Entire home/apt,232
38765,"Darling Chelsea 1BR w/ Balcony, Doorman + Gym by Blueground",107434423,38764,1,20,314,Entire home/apt,232
38766,"Gorgeous 2BR, 2BA, Pool + Doorman, near Times Sq by Blueground",107434423,38765,0,30,416,Entire home/apt,232
38767,"Comfy Wall Street 1BR w/ Speakeasy, Gym, + Rooftop by Blueground",107434423,38766,0,78,316,Entire home/apt,232
38768,"Neat FiDi Studio w/ Gym, Doorman, + Roof deck by Blueground",107434423,38767,0,202,232,Entire home/apt,232
38769,"Midtown 1BR Duplex w/ Gym, Doorman + Great views by Blueground",107434423,38768,0,177,262,Entire home/apt,232
38770,Clever 1BR near Broadway w/ Indoor pool + Gym by Blueground,107434423,38769,0,59,330,Entire home/apt,232
38771,"Grand UES 1BR w/ Doorman, Gym, + Roof deck by Blueground",107434423,38770,0,125,271,Entire home/apt,232
38772,Home,228223819,38771,3,186,45,Private room,1
38773,"West Village/Chelsea 3 bd, unbelieveable location!",221901576,38772,16,252,453,Entire home/apt,2
38774,"Superb FiDi 1BR w/ City views, Gym + Doorman by Blueground",107434423,38773,0,180,236,Entire home/apt,232
38775,"Sleek Upper West Side 1BR w/ Balcony, Doorman, Gym by Blueground",107434423,38774,0,146,294,Entire home/apt,232
38776,"Bright East Village 1BR w/ Balcony, Doorman + Gym by Blueground",107434423,38775,0,116,329,Entire home/apt,232
38777,"Serene UWS 2BR w/ Doorman, Gym, near Central Park by Blueground",107434423,38776,0,209,481,Entire home/apt,232
38778,"Bespoke Central Chelsea 1BR w/ Gym, Doorman by Blueground",107434423,38777,0,9,343,Entire home/apt,232
38779,"Sauve FiDi Studio w/ Private terrace, Doorman by Blueground",107434423,38778,0,27,224,Entire home/apt,232
38780,Adorable Theater District Studio w/ Indoor pool by Blueground,107434423,38779,0,61,278,Entire home/apt,232
38781,"Rad East Village 1BR w/ Gym, Doorman + Roof deck by Blueground",107434423,38780,0,7,312,Entire home/apt,232
38782,Posh 1BR in Hip East Village w/ Doorman + Gym by Blueground,107434423,38781,0,100,302,Entire home/apt,232
38783,Smart Studio in Heart of West Village w/ Doorman by Blueground,107434423,38782,0,85,334,Entire home/apt,232
38784,"Sweet Midtown East 1BR, Water views, Gym, Doorman by Blueground",107434423,38783,0,130,258,Entire home/apt,232
38785,Modern Sleek Apartment in Dumbo,16051761,38784,0,365,150,Entire home/apt,1
38786,Stately Central Chelsea 1BR w/ Gym + Doorman by Blueground,107434423,38785,0,42,356,Entire home/apt,232
38787,"Chic Chelsea Studio w/ Balcony, Gym + Doorman by Blueground",107434423,38786,1,130,278,Entire home/apt,232
38788,Spacious 1 Bedroom in Historic Brownstone,49282603,38787,4,355,75,Entire home/apt,1
38789,"Smart FiDi Studio w/ Gym, Roofdeck + Speakeasy by Blueground",107434423,38788,0,185,184,Entire home/apt,232
38790,"Mod Tribeca Studio w/ Tons of light, Gym, Pool by Blueground",107434423,38789,0,171,274,Entire home/apt,232
38791,"Chic Central Chelsea 1BR w/ Balcony, Gym, Doorman by Blueground",107434423,38790,0,358,347,Entire home/apt,232
38792,"Spacious UWS 2BR w/ Great kitchen, Doorman + Gym by Blueground",107434423,38791,0,85,466,Entire home/apt,232
38793,Radiant Times Square 1BR w/ Indoor pool + Doorman by Blueground,107434423,38792,0,33,316,Entire home/apt,232
38794,Roomy 1BR near Broadway w/ Indoor pool + Doorman by Blueground,107434423,38793,0,145,285,Entire home/apt,232
38795,"Sleek Wall St. 1BR w/ Lux gym, Doorman, + Rooftop by Blueground",107434423,38794,0,131,271,Entire home/apt,232
38796,"Dapper Midtown 1BR w/ Water views, Indoor pool by Blueground",107434423,38795,0,210,317,Entire home/apt,232
38797,Dazzling Tribeca 2BR w/ Indoor pool + Great views by Blueground,107434423,38796,0,364,388,Entire home/apt,232
38798,Expansive West Village Studio w/ Doorman + Gym by Blueground,107434423,38797,0,80,341,Entire home/apt,232
38799,Friendly Midtown East Studio w/ Great light + Gym by Blueground,107434423,38798,1,82,237,Entire home/apt,232
38800,"Open + Cozy Chelsea Studio w/ Gym, Lovely Sundeck by Blueground",107434423,38799,0,19,248,Entire home/apt,232
38801,Charming Central West Village 1BR w/ Doorman + Gym by Blueground,107434423,38800,0,25,379,Entire home/apt,232
38802,"Cozy + Quaint Chelsea 1BR w/ Doorman, Gym, Balcony by Blueground",107434423,38801,0,6,314,Entire home/apt,232
38803,Snazzy Wall Street Studio w/ Lux gym + Roof deck by Blueground,107434423,38802,0,349,251,Entire home/apt,232
38804,"Gorgeous, Roomy West Village 1BR w/ Doorman by Blueground",107434423,38803,0,136,423,Entire home/apt,232
38805,"Chic Midtown East 1BR w/ Doorman, Gym + Sundecks by Blueground",107434423,38804,0,116,240,Entire home/apt,232
38806,"Comfy Tribeca Studio w/ Gym, Doorman + Roof deck by Blueground",107434423,38805,0,55,245,Entire home/apt,232
38807,"Bright + Airy Theater District 1BR w/ Gym, Doorman by Blueground",107434423,38806,0,267,329,Entire home/apt,232
38808,"Luxury FiDi Studio w/ Gym, Roof deck + Speakeasy by Blueground",107434423,38807,0,320,265,Entire home/apt,232
38809,"Dapper Chelsea Studio w/ Balcony, Gym + Doorman by Blueground",107434423,38808,0,9,300,Entire home/apt,232
38810,Hip + Bright Studio w/ Balcony in Charming Chelsea by Blueground,107434423,38809,0,25,267,Entire home/apt,232
38811,"Chic Central Chelsea 1BR w/ Gym, Balcony, Doorman by Blueground",107434423,38810,0,53,374,Entire home/apt,232
